,ts,wspd,humidity,tempe,icon
183,2016-12-15 07:00:00,1.38888888889,88.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
184,2016-12-15 08:00:00,1.38888888889,91.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
185,2016-12-15 09:00:00,1.38888888889,92.0,3.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
186,2016-12-15 10:00:00,1.66666666667,90.0,4.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
187,2016-12-15 11:00:00,1.66666666667,85.0,6.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
188,2016-12-15 12:00:00,2.22222222222,81.0,7.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
189,2016-12-15 13:00:00,2.22222222222,78.0,7.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
190,2016-12-15 14:00:00,2.22222222222,73.0,7.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
191,2016-12-15 15:00:00,2.22222222222,77.0,7.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
192,2016-12-15 16:00:00,2.22222222222,83.0,6.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
193,2016-12-15 17:00:00,2.22222222222,86.0,5.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
194,2016-12-15 18:00:00,1.66666666667,90.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
195,2016-12-15 19:00:00,1.66666666667,92.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
196,2016-12-15 20:00:00,1.38888888889,93.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
197,2016-12-15 21:00:00,1.66666666667,96.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
198,2016-12-15 22:00:00,1.66666666667,95.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
199,2016-12-15 23:00:00,1.66666666667,97.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
200,2016-12-16 00:00:00,1.38888888889,94.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
201,2016-12-16 01:00:00,1.66666666667,96.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
202,2016-12-16 02:00:00,1.38888888889,95.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
203,2016-12-16 03:00:00,1.38888888889,95.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
204,2016-12-16 04:00:00,1.38888888889,94.0,4.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
205,2016-12-16 05:00:00,1.38888888889,94.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
206,2016-12-16 06:00:00,1.38888888889,94.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
207,2016-12-16 07:00:00,1.38888888889,93.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
208,2016-12-16 08:00:00,1.38888888889,93.0,3.0,http://icons.wxug.com/i/c/k/nt_mostlycloudy.gif
209,2016-12-16 09:00:00,1.38888888889,93.0,4.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
210,2016-12-16 10:00:00,1.66666666667,89.0,5.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
211,2016-12-16 11:00:00,1.66666666667,86.0,6.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
212,2016-12-16 12:00:00,1.66666666667,84.0,6.0,http://icons.wxug.com/i/c/k/mostlycloudy.gif
213,2016-12-16 13:00:00,1.66666666667,77.0,7.0,http://icons.wxug.com/i/c/k/partlycloudy.gif
214,2016-12-16 14:00:00,2.22222222222,75.0,7.0,http://icons.wxug.com/i/c/k/partlycloudy.gif
215,2016-12-16 15:00:00,1.66666666667,75.0,7.0,http://icons.wxug.com/i/c/k/partlycloudy.gif
216,2016-12-16 16:00:00,1.66666666667,78.0,6.0,http://icons.wxug.com/i/c/k/nt_clear.gif
217,2016-12-16 17:00:00,1.66666666667,81.0,6.0,http://icons.wxug.com/i/c/k/nt_clear.gif
218,2016-12-16 18:00:00,1.66666666667,83.0,5.0,http://icons.wxug.com/i/c/k/nt_clear.gif
219,2016-12-16 19:00:00,1.66666666667,85.0,5.0,http://icons.wxug.com/i/c/k/nt_clear.gif
220,2016-12-16 20:00:00,1.38888888889,86.0,4.0,http://icons.wxug.com/i/c/k/nt_clear.gif
221,2016-12-16 21:00:00,1.66666666667,87.0,4.0,http://icons.wxug.com/i/c/k/nt_clear.gif
222,2016-12-16 22:00:00,1.38888888889,87.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
223,2016-12-16 23:00:00,1.66666666667,88.0,4.0,http://icons.wxug.com/i/c/k/nt_partlycloudy.gif
