timestamp,temperature,humidity
"datetime.datetime(2016, 11, 28, 13, 24, 47, 263234)",23.6,45
2016-11-28 13:29:02.698222,23.600000381469727,48.70000076293945
2016-11-28 13:29:04.225527,23.600000381469727,48.70000076293945
2016-11-28 13:29:08.279880,23.600000381469727,48.79999923706055
2016-11-28 13:29:17.388410,23.600000381469727,48.79999923706055
2016-11-28 13:29:23.975183,23.600000381469727,48.79999923706055
2016-11-28 13:29:28.029564,23.600000381469727,48.79999923706055
2016-11-28 13:29:32.084067,23.600000381469727,48.599998474121094
2016-11-28 13:29:51.303500,23.600000381469727,48.599998474121094
2016-11-28 13:29:55.357901,4.300000190734863,42.20000076293945
2016-11-28 13:29:56.884854,23.600000381469727,48.599998474121094
2016-11-28 13:30:03.466685,23.600000381469727,48.70000076293945
2016-11-28 13:30:20.166412,23.5,48.70000076293945
2016-11-28 13:30:21.694769,23.600000381469727,48.70000076293945
2016-11-28 13:30:33.337760,23.600000381469727,48.599998474121094
2016-11-28 13:30:52.571332,23.600000381469727,48.599998474121094
2016-11-28 13:30:56.628888,17.200000762939453,30.600000381469727
2016-11-28 13:31:13.436022,23.600000381469727,49.29999923706055
2016-11-28 13:31:22.827947,23.600000381469727,48.900001525878906
2016-11-28 13:31:31.947084,23.600000381469727,48.599998474121094
2016-11-28 13:31:58.784070,23.600000381469727,48.5
2016-11-28 13:32:05.368772,23.600000381469727,48.5
2016-11-28 13:32:11.041296,23.600000381469727,48.5
2016-11-28 13:32:14.457249,23.600000381469727,48.5
2016-11-28 13:32:42.272059,23.600000381469727,49.099998474121094
2016-11-28 13:32:43.799462,23.600000381469727,49.0
2016-11-28 13:32:47.854360,23.600000381469727,48.900001525878906
2016-11-28 13:32:49.381692,23.600000381469727,48.900001525878906
2016-11-28 13:32:50.908914,23.600000381469727,48.79999923706055
2016-11-28 13:32:52.436146,23.600000381469727,48.79999923706055
2016-11-28 13:33:01.545450,23.600000381469727,48.70000076293945
2016-11-28 13:33:09.788226,23.600000381469727,50.0
2016-11-28 13:33:18.898131,23.600000381469727,49.70000076293945
2016-11-28 13:33:22.955520,23.600000381469727,48.5
2016-11-28 13:33:42.551454,23.5,48.400001525878906
2016-11-28 13:33:44.078653,23.600000381469727,48.400001525878906
2016-11-28 13:33:48.132989,23.600000381469727,48.400001525878906
2016-11-28 13:33:49.660223,23.600000381469727,48.29999923706055
2016-11-28 13:33:56.240880,23.600000381469727,48.29999923706055
2016-11-28 13:33:57.768076,23.600000381469727,48.29999923706055
2016-11-28 13:33:59.295219,23.600000381469727,48.400001525878906
2016-11-28 13:34:08.406970,23.5,48.400001525878906
2016-11-28 13:34:09.934130,23.5,48.400001525878906
2016-11-28 13:34:11.461348,23.600000381469727,48.29999923706055
2016-11-28 13:34:25.627215,23.600000381469727,48.29999923706055
2016-11-28 13:34:32.209405,23.5,48.20000076293945
2016-11-28 13:34:39.798582,23.5,48.099998474121094
2016-11-28 13:34:44.263150,23.5,48.099998474121094
2016-11-28 13:34:48.320507,23.5,48.099998474121094
2016-11-28 13:34:50.998057,23.5,48.099998474121094
2016-11-28 13:34:57.586987,23.5,48.099998474121094
2016-11-28 13:35:01.647344,23.5,48.20000076293945
2016-11-28 13:35:32.239590,23.5,48.099998474121094
2016-11-28 13:35:43.878225,23.5,48.20000076293945
2016-11-28 13:35:47.935700,23.5,48.20000076293945
2016-11-28 13:35:49.462736,23.5,48.400001525878906
2016-11-28 13:35:50.989209,23.5,48.900001525878906
2016-11-28 13:35:55.046473,23.5,48.599998474121094
2016-11-28 13:36:06.690786,23.5,48.400001525878906
2016-11-28 13:36:10.743419,23.5,48.400001525878906
2016-11-28 13:36:22.423719,23.5,48.400001525878906
2016-11-28 13:36:23.950207,23.5,48.29999923706055
2016-11-28 13:36:30.537421,23.5,48.29999923706055
2016-11-28 13:36:34.594238,23.5,48.29999923706055
2016-11-28 13:36:36.121418,23.5,48.29999923706055
2016-11-28 13:36:37.647758,23.5,48.29999923706055
2016-11-28 13:36:46.769288,23.5,48.29999923706055
2016-11-28 13:36:48.296708,23.5,48.29999923706055
2016-11-28 13:36:57.407271,23.5,48.29999923706055
2016-11-28 13:37:09.044564,23.5,48.29999923706055
2016-11-28 13:37:20.684039,23.5,48.29999923706055
2016-11-28 13:37:34.865165,23.600000381469727,48.29999923706055
2016-11-28 13:37:57.199733,23.600000381469727,48.29999923706055
2016-11-28 13:38:03.785398,23.600000381469727,48.29999923706055
2016-11-28 13:38:11.162954,23.5,48.29999923706055
2016-11-28 13:38:12.691641,23.600000381469727,48.29999923706055
2016-11-28 13:38:14.218319,23.600000381469727,48.20000076293945
2016-11-28 13:38:25.859881,23.600000381469727,48.29999923706055
2016-11-28 13:38:27.386886,23.600000381469727,48.29999923706055
2016-11-28 13:38:31.441205,23.600000381469727,48.29999923706055
2016-11-28 13:38:35.495390,23.600000381469727,48.29999923706055
2016-11-28 13:38:37.022326,20.399999618530273,25.899999618530273
2016-11-28 13:38:38.549392,23.600000381469727,48.900001525878906
2016-11-28 13:39:02.841102,23.600000381469727,48.599998474121094
2016-11-28 13:39:14.622601,23.600000381469727,48.400001525878906
2016-11-28 13:39:26.256820,23.600000381469727,48.5
2016-11-28 13:39:30.310851,23.600000381469727,48.400001525878906
2016-11-28 13:39:48.368477,23.600000381469727,48.400001525878906
2016-11-28 13:39:52.424488,23.600000381469727,48.400001525878906
2016-11-28 13:39:54.186340,23.600000381469727,48.400001525878906
2016-11-28 13:39:55.714372,23.600000381469727,48.29999923706055
